pos,pal,ppc,pse,pcn,pes,pca,pm,pcs,Hwday,Lq,hackathons,csr,psp,cwl,slc,Ecd,cert,ws,tta,oly,rws,mcscore,Is,ica,JHS,company,ip,games,Books,SalaryExp,Realtionship,behaviour,mort,tyw,wrt,itr,jr
89,82,60,83,89,65,60,68,71,11,5,6,3,3,yes,yes,yes,shell programming,data science,no,no,excellent,poor,Computer Architecture,cloud computing,job,Sales and Marketing,yes,no,Action and Adventure,salary,no,stubborn,Technical,salary,smart worker,no,no,Information Technology Auditor
90,63,73,90,91,78,60,87,77,7,6,5,7,7,no,yes,yes,distro making,game development,no,no,excellent,medium,networks,developer,higherstudies,Sales and Marketing,yes,yes,Self help,salary,no,gentle,Technical,salary,smart worker,yes,yes,Business Intelligence Analyst
91,87,64,84,63,71,66,66,83,10,4,0,9,5,yes,no,no,r programming,web technologies,no,no,poor,poor,networks,testing,higherstudies,Product based,no,yes,Action and Adventure,Work,yes,stubborn,Technical,work,hard worker,yes,no,Data Architect
67,75,82,81,92,62,80,67,91,6,6,5,3,7,no,yes,yes,r programming,database security,no,no,medium,medium,data engineering,testing,job,Product based,yes,yes,Romance,salary,no,gentle,Technical,salary,hard worker,no,no,Software Quality Assurance (QA) / Testing
64,85,65,77,80,72,78,72,61,7,7,2,3,4,yes,no,no,r programming,game development,yes,yes,excellent,excellent,data engineering,developer,job,Web Services,yes,yes,Self help,Work,no,gentle,Technical,work,hard worker,yes,yes,Business Intelligence Analyst
61,88,66,86,60,64,84,79,67,11,6,1,7,6,yes,yes,no,hadoop,cloud computing,no,yes,excellent,excellent,cloud computing,cloud computing,job,Cloud Services,yes,yes,Satire,Work,no,stubborn,Management,salary,smart worker,yes,yes,Quality Assurance Associate
78,85,65,86,80,74,65,79,87,11,5,6,3,6,no,yes,no,machine learning,web technologies,yes,no,poor,medium,networks,cloud computing,job,Testing and Maintainance Services,yes,no,Comics,salary,no,gentle,Management,salary,hard worker,no,yes,Software Systems Engineer
94,94,81,74,92,63,94,85,60,6,7,4,1,3,no,yes,yes,shell programming,cloud computing,yes,yes,excellent,medium,networks,security,job,Finance,yes,yes,Biographies,Work,no,gentle,Management,salary,hard worker,yes,no,CRM Technical Developer
76,92,73,70,60,84,76,83,62,12,8,4,6,5,yes,no,yes,app development,system designing,yes,yes,medium,excellent,data engineering,cloud computing,higherstudies,Cloud Services,yes,no,Travel,Work,yes,gentle,Technical,work,hard worker,yes,no,Technical Services/Help Desk/Tech Support
83,62,63,87,81,71,73,92,73,9,6,2,9,5,yes,no,yes,python,database security,yes,no,medium,excellent,programming,system developer,higherstudies,BPA,yes,yes,Drama,salary,no,gentle,Technical,work,hard worker,yes,no,Information Security Analyst
65,67,91,62,88,62,67,64,69,6,4,3,4,8,no,no,yes,python,data science,yes,no,excellent,poor,IOT,security,job,SAaS services,no,yes,Series,Work,yes,stubborn,Technical,work,smart worker,yes,yes,Data Architect
88,76,80,94,89,74,74,86,86,12,2,0,5,5,yes,yes,yes,app development,cloud computing,yes,yes,excellent,poor,programming,security,job,Sales and Marketing,yes,yes,Journals,Work,yes,gentle,Management,work,smart worker,yes,yes,CRM Technical Developer
63,86,69,67,86,60,71,91,91,10,3,3,5,8,no,no,yes,full stack,web technologies,no,no,excellent,poor,cloud computing,cloud computing,job,Product based,yes,no,Guide,salary,yes,stubborn,Technical,work,smart worker,yes,yes,Technical Support
70,78,61,85,90,88,85,67,66,5,7,0,9,8,yes,yes,no,information security,data science,yes,yes,medium,excellent,cloud computing,testing,higherstudies,product development,no,yes,Science fiction,salary,no,gentle,Technical,work,smart worker,no,no,Project Manager
65,81,92,61,64,87,76,71,65,8,8,1,7,6,yes,no,yes,full stack,system designing,no,no,poor,excellent,Computer Architecture,Business process analyst,job,Product based,no,yes,Action and Adventure,Work,yes,stubborn,Management,salary,smart worker,no,yes,Network Security Administrator
66,91,62,64,62,89,60,94,83,5,4,0,6,7,yes,yes,yes,machine learning,hacking,yes,yes,medium,excellent,Computer Architecture,system developer,higherstudies,Web Services,yes,no,Satire,salary,yes,stubborn,Management,work,smart worker,yes,yes,Network Security Administrator
92,75,91,82,75,69,88,83,85,4,2,5,5,2,yes,no,no,hadoop,database security,yes,yes,excellent,excellent,Management,testing,higherstudies,Sales and Marketing,yes,yes,Biographies,Work,no,gentle,Technical,salary,smart worker,yes,no,Software Engineer
84,79,79,77,72,91,65,83,82,6,5,5,5,8,no,no,no,distro making,testing,yes,yes,excellent,medium,data engineering,security,higherstudies,Product based,no,yes,Journals,salary,no,stubborn,Technical,work,hard worker,no,no,Technical Support
77,81,85,60,73,86,78,81,77,5,9,6,6,6,no,yes,no,distro making,hacking,yes,no,poor,medium,Computer Architecture,system developer,job,BPA,yes,no,Travel,Work,no,gentle,Management,work,smart worker,yes,yes,Web Developer
66,85,79,63,88,88,64,80,83,10,8,1,7,9,yes,no,yes,distro making,web technologies,no,yes,poor,medium,cloud computing,cloud computing,job,Product based,yes,no,Math,salary,yes,stubborn,Management,salary,smart worker,no,yes,CRM Technical Developer
84,79,92,63,91,83,81,93,80,5,7,3,7,3,yes,no,no,full stack,system designing,yes,yes,poor,excellent,networks,system developer,higherstudies,SAaS services,yes,yes,Horror,Work,yes,gentle,Technical,salary,smart worker,yes,no,Programmer Analyst
64,61,76,66,80,90,91,91,90,7,4,4,1,5,yes,no,no,distro making,web technologies,yes,no,excellent,excellent,networks,cloud computing,job,Sales and Marketing,yes,yes,Diaries,Work,yes,gentle,Management,salary,hard worker,no,yes,Business Intelligence Analyst
79,94,61,71,88,75,62,77,80,10,8,3,7,8,no,yes,yes,python,game development,no,yes,medium,poor,data engineering,system developer,job,BPA,yes,no,Romance,Work,no,gentle,Management,salary,hard worker,no,no,Technical Engineer
86,74,85,90,67,78,89,71,89,8,6,2,2,2,no,yes,yes,hadoop,hacking,yes,yes,medium,excellent,data engineering,cloud computing,higherstudies,product development,yes,no,Encyclopedias,salary,no,gentle,Management,salary,smart worker,no,no,Network Engineer
65,82,60,83,84,68,63,84,70,11,9,6,3,7,yes,yes,no,information security,web technologies,yes,no,poor,medium,parallel computing,Business process analyst,job,Finance,no,yes,Encyclopedias,Work,yes,gentle,Management,work,smart worker,yes,no,Applications Developer
81,64,85,93,69,64,66,71,65,8,6,2,7,1,no,no,yes,distro making,system designing,yes,yes,medium,excellent,networks,Business process analyst,job,product development,no,yes,Anthology,salary,yes,gentle,Management,work,hard worker,no,yes,Systems Analyst
72,87,67,74,65,91,69,64,69,4,8,6,9,2,yes,no,no,machine learning,data science,yes,yes,poor,medium,cloud computing,cloud computing,job,BPA,no,yes,Action and Adventure,salary,no,gentle,Technical,work,smart worker,yes,no,Software Engineer
60,75,68,93,65,76,89,61,85,12,2,1,9,8,yes,yes,yes,hadoop,web technologies,yes,no,poor,medium,Management,testing,job,BPA,yes,no,Travel,Work,yes,stubborn,Management,work,hard worker,no,yes,Business Systems Analyst
70,66,80,89,73,76,83,91,73,4,2,0,7,3,yes,no,yes,machine learning,cloud computing,yes,yes,excellent,excellent,programming,developer,higherstudies,SAaS services,yes,no,Horror,salary,yes,gentle,Technical,work,smart worker,yes,yes,Data Architect
68,65,64,83,87,75,66,84,73,11,8,2,1,4,no,no,no,information security,testing,no,yes,poor,medium,cloud computing,system developer,job,Service Based,yes,no,Romance,salary,yes,stubborn,Management,work,hard worker,no,yes,Project Manager
61,84,81,75,86,62,77,92,65,4,4,1,4,9,yes,yes,yes,shell programming,web technologies,no,yes,poor,excellent,parallel computing,Business process analyst,job,Product based,no,no,Art,Work,yes,gentle,Management,salary,hard worker,no,yes,Business Intelligence Analyst
79,64,90,80,81,64,67,68,89,5,6,0,8,5,yes,no,yes,information security,data science,yes,no,excellent,poor,programming,system developer,higherstudies,Finance,no,no,Horror,salary,no,gentle,Technical,salary,hard worker,yes,yes,Portal Administrator
68,81,75,67,82,81,65,71,90,11,4,5,1,9,no,no,yes,full stack,testing,no,no,medium,excellent,networks,system developer,higherstudies,BPA,no,no,Art,salary,yes,stubborn,Management,work,smart worker,yes,yes,Business Systems Analyst
78,75,91,63,64,64,88,73,65,8,5,3,5,5,no,yes,yes,distro making,database security,yes,no,excellent,excellent,hacking,Business process analyst,higherstudies,SAaS services,yes,no,Poetry,salary,yes,gentle,Management,salary,smart worker,yes,no,Technical Services/Help Desk/Tech Support
74,71,85,68,68,82,66,67,69,6,3,5,2,2,no,no,yes,r programming,game development,yes,yes,poor,poor,Computer Architecture,system developer,higherstudies,product development,yes,no,Trilogy,Work,yes,stubborn,Technical,salary,smart worker,no,no,E-Commerce Analyst
82,83,66,82,66,66,77,66,66,5,2,3,7,5,yes,no,no,full stack,system designing,yes,no,poor,poor,Management,Business process analyst,higherstudies,SAaS services,yes,no,Self help,Work,yes,stubborn,Technical,salary,hard worker,yes,no,E-Commerce Analyst
71,75,64,82,69,89,70,62,76,6,5,4,2,7,no,yes,no,machine learning,hacking,yes,no,excellent,medium,networks,system developer,job,Product based,yes,no,Journals,salary,yes,stubborn,Technical,salary,hard worker,yes,no,CRM Business Analyst
82,65,64,73,80,64,64,61,73,10,4,4,1,5,yes,yes,yes,shell programming,hacking,no,yes,medium,excellent,data engineering,system developer,higherstudies,product development,no,yes,Drama,salary,no,stubborn,Technical,salary,hard worker,no,no,Business Intelligence Analyst
65,74,75,73,90,61,66,66,69,9,8,6,2,6,no,no,yes,r programming,testing,no,yes,excellent,excellent,Management,cloud computing,higherstudies,Testing and Maintainance Services,no,yes,Travel,salary,no,gentle,Management,salary,smart worker,yes,no,Quality Assurance Associate
74,85,90,87,94,82,78,86,62,4,2,5,3,8,no,yes,yes,python,database security,no,yes,poor,excellent,Software Engineering,testing,higherstudies,product development,yes,no,Poetry,salary,no,stubborn,Technical,salary,smart worker,yes,yes,Systems Security Administrator
60,85,68,90,76,86,91,68,94,12,7,4,9,6,no,no,no,full stack,data science,no,no,excellent,medium,cloud computing,security,higherstudies,Sales and Marketing,yes,no,Guide,Work,no,stubborn,Technical,work,smart worker,yes,yes,Software Systems Engineer
81,68,76,88,73,94,72,62,89,6,4,3,2,4,yes,no,yes,distro making,hacking,no,yes,excellent,medium,programming,security,job,Product based,yes,yes,Art,salary,no,gentle,Technical,salary,smart worker,yes,no,Systems Security Administrator
64,73,82,90,90,81,70,71,79,9,1,4,6,5,yes,yes,yes,r programming,system designing,no,no,poor,excellent,Management,Business process analyst,higherstudies,SAaS services,no,yes,Horror,Work,yes,stubborn,Management,work,smart worker,yes,no,Data Architect
73,91,94,80,73,82,77,80,72,10,7,1,6,7,no,no,no,shell programming,game development,no,no,poor,excellent,networks,system developer,higherstudies,BPA,yes,no,Science fiction,salary,no,gentle,Technical,salary,hard worker,yes,no,Technical Services/Help Desk/Tech Support
76,85,87,71,90,92,62,60,63,7,2,2,3,6,yes,no,yes,information security,hacking,yes,yes,medium,poor,cloud computing,testing,higherstudies,product development,no,yes,Trilogy,Work,no,stubborn,Management,salary,smart worker,yes,no,Mobile Applications Developer
92,61,87,92,67,64,75,78,91,10,3,4,7,4,no,no,yes,shell programming,game development,no,yes,excellent,excellent,networks,cloud computing,higherstudies,Service Based,no,no,Health,Work,no,gentle,Management,work,hard worker,no,yes,CRM Business Analyst
72,93,75,60,75,76,94,91,91,7,2,6,8,7,no,no,no,machine learning,data science,yes,no,excellent,poor,Management,testing,job,Sales and Marketing,no,yes,Autobiographies,salary,no,gentle,Technical,work,smart worker,yes,no,CRM Technical Developer
69,91,92,73,63,79,67,66,64,9,4,2,8,6,no,no,no,full stack,web technologies,yes,yes,excellent,medium,parallel computing,developer,higherstudies,BPA,yes,no,Horror,salary,no,gentle,Management,work,smart worker,yes,no,Data Architect
87,66,74,74,79,76,68,87,93,7,3,2,8,6,yes,no,no,shell programming,cloud computing,yes,no,medium,medium,data engineering,cloud computing,higherstudies,BPA,yes,yes,Poetry,Work,no,stubborn,Technical,work,hard worker,no,no,Information Technology Manager
64,84,67,70,75,80,86,60,69,8,5,0,4,1,yes,yes,yes,r programming,database security,no,no,medium,excellent,data engineering,Business process analyst,job,BPA,no,yes,Childrens,salary,yes,stubborn,Technical,work,smart worker,no,yes,CRM Business Analyst
85,94,77,84,68,72,72,81,90,9,5,5,6,6,no,no,no,information security,system designing,yes,yes,medium,excellent,Management,testing,higherstudies,Finance,no,yes,History,salary,yes,gentle,Management,work,smart worker,no,no,Systems Security Administrator
83,86,67,66,85,92,81,62,78,5,1,3,7,7,yes,no,no,shell programming,data science,no,yes,medium,excellent,data engineering,security,higherstudies,Web Services,no,no,Religion-Spirituality,Work,no,gentle,Technical,work,hard worker,no,no,Quality Assurance Associate
73,85,70,63,81,68,70,86,67,4,4,4,6,5,no,no,yes,hadoop,hacking,yes,no,excellent,medium,networks,Business process analyst,higherstudies,Sales and Marketing,no,no,Religion-Spirituality,Work,no,stubborn,Management,salary,smart worker,yes,no,Applications Developer
90,65,70,61,90,85,92,89,86,5,1,0,5,6,no,no,yes,machine learning,hacking,yes,yes,poor,poor,IOT,cloud computing,higherstudies,BPA,no,no,Cookbooks,Work,yes,stubborn,Management,salary,hard worker,yes,no,Network Security Administrator
85,87,82,78,78,87,64,74,71,8,9,5,9,6,no,no,no,r programming,web technologies,no,no,medium,excellent,hacking,developer,higherstudies,Web Services,no,yes,Comics,salary,no,gentle,Technical,work,hard worker,yes,yes,Business Systems Analyst
60,82,73,61,68,63,93,63,65,6,6,2,7,1,no,yes,yes,r programming,cloud computing,no,yes,poor,excellent,Software Engineering,system developer,higherstudies,Sales and Marketing,no,yes,Autobiographies,Work,no,stubborn,Management,salary,smart worker,yes,no,Quality Assurance Associate
73,61,68,60,77,65,90,69,66,4,7,4,9,1,yes,no,no,python,system designing,yes,yes,poor,excellent,data engineering,security,higherstudies,Web Services,yes,no,Guide,Work,yes,stubborn,Management,work,smart worker,no,yes,Web Developer
92,64,88,89,70,71,67,79,79,10,5,5,1,8,yes,no,yes,machine learning,data science,no,no,excellent,medium,cloud computing,testing,job,BPA,yes,yes,Prayer books,Work,yes,gentle,Technical,salary,smart worker,no,no,Portal Administrator
74,82,74,71,80,73,94,87,74,12,6,3,4,9,no,no,yes,machine learning,web technologies,yes,yes,excellent,medium,hacking,developer,higherstudies,SAaS services,yes,yes,Math,Work,yes,gentle,Technical,work,smart worker,no,yes,Information Technology Auditor
72,60,94,75,82,94,75,83,66,11,6,4,3,6,no,yes,no,r programming,data science,yes,no,poor,excellent,cloud computing,developer,job,Product based,no,no,Health,Work,no,stubborn,Management,work,smart worker,yes,yes,Project Manager
67,86,67,79,87,94,61,89,81,12,7,6,3,7,yes,yes,no,python,game development,yes,yes,medium,poor,data engineering,developer,job,Sales and Marketing,no,yes,Fantasy,Work,yes,gentle,Technical,salary,smart worker,no,yes,Database Developer
75,87,61,81,79,61,83,92,83,6,1,1,6,5,yes,no,yes,full stack,testing,yes,no,poor,excellent,data engineering,developer,job,BPA,yes,yes,Horror,salary,no,stubborn,Management,salary,hard worker,no,no,Business Intelligence Analyst
89,73,63,63,71,81,85,64,64,8,4,0,7,9,no,no,yes,hadoop,hacking,no,yes,poor,poor,parallel computing,Business process analyst,higherstudies,Testing and Maintainance Services,no,no,Mystery,salary,no,stubborn,Technical,work,hard worker,no,yes,Business Systems Analyst
63,77,91,60,84,62,86,72,94,11,6,5,9,4,no,no,yes,information security,game development,no,no,poor,medium,programming,developer,higherstudies,Finance,yes,no,Math,Work,no,gentle,Management,work,smart worker,no,no,Software Engineer
89,83,81,75,71,86,93,60,87,6,5,0,7,5,no,no,yes,machine learning,hacking,yes,yes,excellent,poor,Software Engineering,cloud computing,higherstudies,Service Based,yes,no,Anthology,salary,no,gentle,Management,work,smart worker,yes,yes,Network Security Engineer
68,73,86,67,74,79,84,62,80,6,9,0,2,1,yes,yes,no,shell programming,testing,no,yes,excellent,excellent,data engineering,developer,higherstudies,Cloud Services,yes,no,Comics,salary,yes,stubborn,Management,work,hard worker,no,no,CRM Business Analyst
75,72,87,87,75,91,78,91,81,8,8,3,4,5,yes,no,no,shell programming,hacking,yes,yes,medium,excellent,networks,developer,higherstudies,product development,yes,no,Science fiction,salary,no,gentle,Management,work,smart worker,no,no,CRM Business Analyst
81,67,70,94,63,79,68,80,76,12,8,0,9,6,no,yes,yes,shell programming,cloud computing,yes,yes,poor,poor,Computer Architecture,security,job,Sales and Marketing,no,no,Action and Adventure,Work,yes,gentle,Management,work,smart worker,no,no,Applications Developer
68,68,74,69,73,67,66,72,62,4,8,3,5,9,no,yes,no,information security,web technologies,yes,no,poor,medium,IOT,developer,job,SAaS services,no,yes,Satire,salary,yes,gentle,Management,work,hard worker,yes,yes,Software Systems Engineer
70,73,87,87,86,80,61,84,76,12,7,1,3,3,yes,yes,yes,r programming,testing,yes,no,excellent,poor,cloud computing,security,higherstudies,Sales and Marketing,no,yes,Self help,salary,yes,stubborn,Technical,salary,smart worker,no,no,Business Systems Analyst
79,79,94,60,89,75,78,69,84,9,3,2,3,7,yes,yes,no,hadoop,web technologies,no,yes,medium,excellent,Computer Architecture,security,higherstudies,Cloud Services,yes,yes,Travel,Work,yes,stubborn,Management,work,smart worker,yes,yes,Data Architect
93,74,67,69,81,63,94,94,81,10,9,1,7,3,yes,yes,no,app development,web technologies,no,yes,medium,medium,hacking,developer,job,Product based,no,yes,Cookbooks,Work,no,stubborn,Management,work,smart worker,yes,yes,UX Designer
79,64,65,87,66,80,90,67,83,6,2,5,8,9,yes,yes,no,distro making,cloud computing,yes,no,poor,poor,Management,security,higherstudies,Sales and Marketing,no,no,Science,Work,no,stubborn,Management,work,hard worker,yes,no,Quality Assurance Associate
88,92,62,94,84,70,67,94,79,10,6,0,5,8,yes,yes,yes,shell programming,web technologies,no,yes,excellent,medium,networks,security,higherstudies,Sales and Marketing,yes,yes,Religion-Spirituality,salary,yes,gentle,Management,salary,hard worker,no,no,Database Manager
75,92,93,83,92,79,86,86,88,7,3,3,7,6,yes,no,no,hadoop,web technologies,no,yes,medium,excellent,Computer Architecture,cloud computing,job,BPA,yes,yes,Drama,salary,yes,stubborn,Technical,work,smart worker,no,no,Data Architect
86,84,64,87,73,79,85,60,92,6,1,5,4,1,yes,yes,yes,machine learning,game development,no,yes,medium,excellent,Software Engineering,system developer,higherstudies,Web Services,no,no,Mystery,Work,yes,stubborn,Management,work,hard worker,yes,yes,Programmer Analyst
76,61,66,68,68,94,93,71,68,7,7,3,4,8,yes,yes,no,full stack,system designing,yes,no,excellent,poor,hacking,security,higherstudies,Service Based,yes,yes,Travel,salary,yes,gentle,Technical,work,hard worker,yes,no,Information Technology Auditor
82,86,76,61,64,79,71,80,83,11,6,0,8,7,no,no,no,hadoop,database security,no,yes,medium,poor,hacking,security,job,SAaS services,yes,yes,Biographies,Work,no,stubborn,Management,salary,hard worker,yes,yes,Project Manager
76,63,86,90,72,60,76,77,66,11,9,5,6,1,yes,yes,no,app development,database security,yes,yes,poor,medium,data engineering,developer,job,Service Based,yes,no,Travel,Work,yes,stubborn,Technical,salary,hard worker,yes,no,Information Technology Auditor
75,81,86,83,73,90,69,86,64,9,9,0,8,2,yes,no,no,python,cloud computing,no,yes,medium,medium,Computer Architecture,security,higherstudies,Service Based,no,no,Art,salary,yes,gentle,Technical,salary,smart worker,no,no,Solutions Architect
85,60,91,68,65,61,71,89,63,7,9,2,4,4,yes,no,no,machine learning,hacking,yes,yes,medium,excellent,parallel computing,testing,job,Service Based,no,yes,History,Work,no,stubborn,Technical,work,hard worker,yes,yes,Project Manager
84,60,93,65,94,66,62,88,83,12,1,0,3,4,no,no,yes,hadoop,cloud computing,yes,yes,medium,medium,Software Engineering,cloud computing,job,Product based,no,yes,Comics,salary,no,gentle,Management,work,hard worker,yes,no,Applications Developer
61,88,94,85,72,72,68,82,93,6,7,1,2,4,yes,yes,yes,distro making,cloud computing,no,no,medium,excellent,cloud computing,developer,higherstudies,Web Services,no,no,Guide,Work,no,stubborn,Technical,work,hard worker,no,no,Technical Services/Help Desk/Tech Support
93,63,79,65,79,81,80,62,84,11,8,1,2,2,yes,yes,no,full stack,web technologies,yes,no,medium,medium,networks,testing,job,Sales and Marketing,yes,no,Satire,salary,no,gentle,Management,salary,hard worker,yes,no,Solutions Architect
60,73,65,65,76,64,64,77,72,6,3,6,8,5,no,yes,no,shell programming,database security,no,no,excellent,medium,parallel computing,Business process analyst,job,Sales and Marketing,yes,yes,Health,salary,no,gentle,Technical,work,hard worker,yes,no,Network Security Engineer
66,63,83,92,63,88,66,93,71,12,1,0,2,4,no,yes,no,distro making,database security,yes,no,poor,poor,Computer Architecture,system developer,job,Testing and Maintainance Services,yes,yes,Horror,salary,yes,stubborn,Management,work,hard worker,yes,yes,Applications Developer
71,92,84,67,94,86,80,85,87,7,7,6,4,9,no,no,yes,full stack,data science,no,no,medium,poor,hacking,cloud computing,higherstudies,Cloud Services,no,yes,Dictionaries,salary,no,gentle,Management,salary,smart worker,no,no,Data Architect
79,65,73,63,67,74,64,72,60,11,9,2,8,7,yes,no,yes,shell programming,cloud computing,yes,yes,poor,poor,Software Engineering,testing,higherstudies,SAaS services,yes,yes,Horror,salary,yes,stubborn,Management,work,hard worker,no,yes,Software Engineer
94,94,88,89,61,66,80,73,62,9,2,3,5,1,yes,yes,no,r programming,hacking,yes,no,excellent,medium,networks,developer,job,Cloud Services,no,yes,Satire,Work,no,gentle,Technical,salary,hard worker,yes,yes,Applications Developer
78,72,93,89,84,86,61,68,87,7,8,4,4,8,no,yes,yes,information security,system designing,no,yes,excellent,excellent,data engineering,system developer,higherstudies,Finance,yes,yes,Religion-Spirituality,Work,yes,gentle,Technical,salary,hard worker,no,yes,Software Quality Assurance (QA) / Testing
61,93,66,90,78,94,71,62,77,10,7,5,6,8,yes,yes,yes,hadoop,system designing,no,no,excellent,poor,programming,Business process analyst,job,Web Services,yes,yes,History,salary,no,gentle,Technical,salary,smart worker,yes,yes,Design & UX
63,66,68,90,69,80,70,88,90,5,5,0,8,2,no,no,yes,machine learning,cloud computing,no,no,medium,excellent,networks,system developer,job,Testing and Maintainance Services,yes,yes,Horror,Work,no,stubborn,Management,work,smart worker,yes,yes,Software Developer
64,83,60,69,75,62,65,93,82,11,8,1,9,5,no,no,yes,machine learning,cloud computing,no,no,medium,excellent,IOT,developer,job,Finance,no,no,Journals,salary,no,gentle,Management,salary,hard worker,yes,no,Systems Security Administrator
71,93,70,89,68,72,77,61,87,9,1,5,5,8,yes,no,no,hadoop,cloud computing,no,yes,medium,medium,Management,testing,job,BPA,yes,yes,Science fiction,salary,no,gentle,Technical,work,hard worker,yes,no,Business Systems Analyst
61,83,64,86,73,91,75,66,84,11,2,5,5,9,yes,no,yes,r programming,database security,no,yes,medium,excellent,parallel computing,cloud computing,job,SAaS services,no,no,Science fiction,Work,no,stubborn,Management,work,smart worker,no,no,Web Developer
71,79,69,89,62,92,62,89,79,10,3,3,6,3,no,no,yes,full stack,web technologies,yes,yes,poor,poor,programming,security,job,BPA,yes,yes,Horror,salary,no,stubborn,Technical,salary,smart worker,no,yes,Business Intelligence Analyst
83,65,80,83,73,77,83,67,91,12,7,5,6,2,yes,yes,yes,machine learning,testing,yes,no,excellent,medium,hacking,developer,higherstudies,product development,no,yes,Horror,Work,yes,stubborn,Technical,salary,hard worker,yes,no,Business Intelligence Analyst
82,89,84,73,84,62,76,82,94,12,8,1,1,4,yes,no,no,app development,hacking,yes,no,medium,poor,hacking,Business process analyst,job,Product based,yes,yes,Drama,salary,yes,stubborn,Technical,work,smart worker,yes,no,Software Engineer
60,85,94,87,83,69,64,63,77,5,1,3,7,2,yes,no,yes,shell programming,system designing,no,yes,medium,poor,hacking,developer,job,Product based,yes,no,Diaries,salary,yes,stubborn,Technical,salary,hard worker,no,yes,Mobile Applications Developer
68,68,66,71,79,68,68,90,72,4,4,6,6,6,yes,no,yes,machine learning,data science,no,yes,excellent,excellent,Computer Architecture,developer,job,Testing and Maintainance Services,no,no,Satire,Work,yes,stubborn,Management,salary,hard worker,yes,yes,Technical Support
79,93,68,85,76,63,62,63,94,4,6,1,9,1,no,yes,yes,shell programming,database security,yes,yes,medium,medium,networks,testing,job,Testing and Maintainance Services,yes,no,Dictionaries,salary,yes,stubborn,Technical,work,hard worker,no,yes,Technical Services/Help Desk/Tech Support
74,75,92,94,64,69,76,85,87,8,1,0,5,1,yes,no,no,distro making,cloud computing,yes,yes,poor,medium,Software Engineering,testing,higherstudies,product development,no,no,Dictionaries,Work,no,gentle,Management,salary,smart worker,no,yes,E-Commerce Analyst
60,72,80,78,76,90,80,61,89,4,8,4,6,7,no,yes,no,hadoop,web technologies,yes,no,excellent,poor,parallel computing,developer,job,BPA,no,no,Science fiction,salary,no,gentle,Management,salary,smart worker,yes,no,Business Systems Analyst
87,76,87,68,84,70,69,65,82,7,2,6,6,2,yes,yes,yes,information security,hacking,yes,yes,poor,poor,data engineering,testing,job,Product based,no,yes,Journals,Work,no,stubborn,Management,work,smart worker,no,yes,Software Developer
74,83,77,85,81,82,87,91,67,6,7,3,6,4,no,yes,no,shell programming,web technologies,yes,no,medium,excellent,IOT,security,job,SAaS services,no,no,Satire,salary,yes,stubborn,Management,work,smart worker,yes,yes,Solutions Architect
72,75,94,88,76,67,86,65,92,8,3,4,4,7,no,yes,no,hadoop,testing,yes,yes,medium,poor,cloud computing,cloud computing,higherstudies,Testing and Maintainance Services,no,no,Anthology,Work,yes,gentle,Management,work,hard worker,yes,no,Software Systems Engineer
70,68,92,68,87,94,92,75,83,8,4,0,3,5,no,yes,no,shell programming,game development,yes,yes,medium,excellent,Management,system developer,higherstudies,Testing and Maintainance Services,no,yes,Guide,salary,no,stubborn,Management,work,hard worker,no,no,Mobile Applications Developer
79,71,62,77,83,66,71,94,70,11,5,5,6,2,yes,yes,yes,app development,cloud computing,yes,no,poor,excellent,hacking,testing,job,Testing and Maintainance Services,no,no,Trilogy,salary,no,gentle,Technical,work,smart worker,yes,no,Technical Support
83,60,88,83,82,77,75,92,67,8,6,6,9,8,yes,yes,no,information security,system designing,no,no,poor,excellent,Management,security,job,Finance,yes,no,Dictionaries,salary,no,gentle,Technical,salary,hard worker,no,yes,Database Manager
70,90,84,63,70,71,94,77,85,10,2,3,8,1,yes,no,yes,machine learning,game development,no,yes,poor,medium,hacking,system developer,job,Cloud Services,yes,no,Series,salary,yes,gentle,Technical,salary,smart worker,no,yes,Network Engineer
86,61,70,84,63,69,92,61,64,6,7,1,8,6,yes,no,yes,app development,web technologies,no,yes,medium,medium,parallel computing,system developer,higherstudies,Sales and Marketing,yes,yes,Horror,salary,no,gentle,Technical,salary,hard worker,no,yes,Software Systems Engineer
88,86,67,81,85,60,62,85,85,9,6,1,6,1,no,yes,no,r programming,testing,yes,no,excellent,excellent,Computer Architecture,cloud computing,higherstudies,Finance,no,no,Science,salary,yes,stubborn,Technical,salary,smart worker,no,yes,Information Technology Manager
82,90,88,72,91,83,82,64,71,7,4,1,8,4,no,no,no,full stack,game development,no,yes,poor,medium,Computer Architecture,system developer,higherstudies,product development,yes,no,Math,salary,yes,gentle,Technical,salary,smart worker,no,no,Solutions Architect
70,93,78,65,81,86,81,82,92,4,3,2,3,7,yes,yes,no,machine learning,data science,yes,no,excellent,poor,hacking,testing,job,BPA,yes,no,Guide,Work,yes,gentle,Management,salary,smart worker,no,yes,Software Engineer
93,78,62,61,61,92,83,77,67,7,5,2,5,9,yes,yes,yes,shell programming,hacking,yes,yes,medium,excellent,IOT,cloud computing,higherstudies,Web Services,no,yes,Encyclopedias,salary,no,gentle,Management,salary,smart worker,no,no,Design & UX
89,78,87,90,88,82,86,60,89,9,9,1,4,6,no,no,no,app development,system designing,yes,no,poor,medium,programming,Business process analyst,higherstudies,Web Services,yes,no,Romance,salary,no,gentle,Technical,work,smart worker,no,no,Solutions Architect
